;Code;Désignation courte;Famille;Prix de vente HT;Prix de vente TTC;Stock théorique;Stock réel;Qté en cde client;Qté en cde fournisseur;Bloqué;Compte Vente Local;Désignation longue;Code TVA;Bloqué
80;ART3077;Acer Travelmate Spin;FA0023;1404,00  EUR;1684,80  EUR;-1,000;;1,000;;;707000;"Acer TravelMate P4 Spin 14  - Conception inclinable 360 - Processeur Intel Core Ultra 5 125U / jusqu'à 4.3 GHz - Windows 11 Pro - carte graphique Intel Graphics - Mémoire 16 Go RAM - Stockage 512 Go SSD NVMe - Ecran 14"" IPS écran tactile 1920 x 1200 - Connexion Gigabit Ethernet, Wi-Fi 6E, Bluetooth - Couleur bleu ardoise - clavier : Français Grantie constructeur 2 ans retour atelier ";3;
81;ART2549;Acer Veriton N4;FA0001;1200,00  EUR;1225,20  EUR;-14,000;-13,000;1,000;;;707101;Acer Veriton N4 VN4710GT - PC compact - Core i5 13400T / 3 GHz - RAM 8 Go - SSD 512 Go - UHD Graphics 730 - GigE - LAN sans fil: Bluetooth 5.0, 802.11a/b/g/n/ac/ax - Win 11 Pro 64 bits - moniteur : aucun - Garantie 2 ans retour atelier;5;
82;ART2287;"Acer Veriton Z4,23,8"",8go,512ssd";FA0023;889,00  EUR;1066,80  EUR;-1,000;-1,000;;;;707101;"ACER, Poste tout-en-un, Ecran LED 23,8"", Résolution Full HD 1920 x 1080 , Anti-éblouissement, Processeur Intel Core i5 - 3.1 GHz (Turbo 4,5 GHz), 6 coeurs, RAM 8 Go, Disque dur 512 Go SSD, Intel UHD Graphics 630, Interfaces USB, Graveur de DVD,  Windows 10 Pro, Dimensions (LxPxH) 54,1 x 3.67 x 47.8 cm, Poids 11 kg, Garantie 2 ans   Information pour nous :  Accessoires inclus : Adaptateur secteur";3;
83;ART1530;"ACER, 17"",16go,256ssd+1tohdd";FA0023;1155,00  EUR;1386,00  EUR;;;;;;707101;"ACER, Poste portable, Ecran LED 17,3"", Résolution Full HD 1920 x 1080, Anti-éblouissement, Processeur Intel Core i7 / 2,6 GHz (Turbo 4,5 GHz), 6 coeurs, RAM 16 Go, Disque dur 256 Go SSD + 1 To HDD, Carte graphique NVIDIA GeForce GTX 1650, Interfaces USB-C 3.1 Gen 1, USB 3.0, USB 3.0, USB 2.0, HDMI, LAN, Prise combo casque/microphone, Bluetooth 5.0,802.11a/b/g/n/ac Wave 2/ax, Audio haut-parleurs, 2 microphones, Windows 10 Familiale, Caméra, Clavier, Dimensions (LxPxH) 40.35 x 28 x 2.749 cm, Poids 3 kg, Garantie 2 ans  Information pour nous :  Accessoires inclus : Adaptateur secteur";3;
84;ART2875;ACRONIS 365 Cyber protect cloud;FA0028;39,00  EUR;46,80  EUR;-2,000;-2,000;;;;707304;ACRONIS - 365 Cyber Protect Cloud  Solution de sauvegarde en cloud sécurisée et fiable du tenant Microsoft 365  (Prix mensuel - Prélèvement trimestriel - Engagement 36 mois)  Une fois l'engagement terminé, le renouvellement des licences sera reconduit automatiquement annuellement    Quantité à déterminer au réel  Information complémentaire : Microsoft augmente en moyenne de 7 à 9 % les forfaits de licences 365 à la fin du 1er trimestre de chaque année. ;3;
85;ART2897;Adaptateur de montage de disque dur;;10,00  EUR;12,00  EUR;;;;;;707102;"Kit adaptateur de montage de disque dur ou SSD 2,5"" dans baie 3,5"" - Support de montage - adaptateur pour baie de stockage ";3;
86;ART1742;Adaptateur Displayport/HDMI M/F;FA0013;39,00  EUR;46,80  EUR;-1,000;-7,000;;6,000;;707103;STARTECH, Adaptateur Displayport (mâle) vers HDMI (femelle), Interface DisplayPort / HDMI, Longueur 26.5 cm Poids 32g, Garantie 3 ans;3;
87;ART0265;Adaptateur DisplayPort/VGA 1.8M M/M;FA0013;29,90  EUR;35,88  EUR;-11,000;-13,000;3,000;5,000;;707103;STARTECH, Adaptateur DisplayPort vers VGA, Longueur 1.83 m, Connecteur DisplayPort 20 broches - mâle /  extrémité) 15 broches HD D-Sub (HD-15) - mâle, Garantie 3 ans;3;
88;ART1688;Adaptateur multiport USB-C;FA0013;89,00  EUR;106,80  EUR;;;;;;707103;STARTECH, Adaptateur multiport USB-C pour ordinateur portable, Interfaces VGA, HDMI, USB 3.0,  USB-C, Dimensions (LxPxH) 5.4 x 11.4 x 1.7 cm Garantie 3 ans  Information pour nous :  Matériel inclus :  1 x câble USB-C - 10.5 cm;3;
89;ART2389;Adaptateur PNY iPhone 5;FA0013;;;;;;;;707103;Adaptateur secteur PNY - 12 W - Pour Smartphone, Tablette PC. iPod. iPhone. iPad - 120 V - AC. 230 V AC Entrée - 5 V DC/2.40 A Sortie - Coloris : Blanc;3;
90;ART2308;Adaptateur réseau;;289,00  EUR;346,80  EUR;;;;;;707103;Synology Adaptateur réseau PCIe - 10Gigabit SPF+ x2 ;3;
91;ART1428;Adaptateur secteur pour PJ6xx et RJ;FA0017;39,90  EUR;47,88  EUR;;;;;;707103;Adaptateur secteur pour PJ6xx et RJ40xx;3;
92;ART1702;Adaptateur USB-C Apple;FA0013;89,00  EUR;106,80  EUR;;-1,000;;1,000;;707103;Adaptateur multiport AV numérique USB-C Pour Mac et Ipad Pro;3;
93;ART1654;Adaptateur USB-C/DisplayPort3M M/M;FA0013;59,00  EUR;70,80  EUR;1,000;;;1,000;;707103;STARTECH, Adaptateur USB-C (mâle) vers Displayport (mâle), Longueur 3 m,  Garantie 3 ans;3;
94;ART3088;ADOBE - Firefly Pro;FA0002;299,00  EUR;358,80  EUR;;;;;;707000;ADOBE - Firefly Pro for teams Commercial Multilanguage, incluant 7000 crédits par mois, accès illimité aux fonctionnalités de création d'images et d'illustrations, génération jusqu’à 70 vidéos de cinq secondes ou traduction jusqu’à 23 minutes de contenu audio et vidéo  1 utilisateur - Durée 12 mois Facturation annuelle - terme à échoir ;3;
95;ART3087;ADOBE - Firefly Standard;FA0002;99,00  EUR;118,80  EUR;;;;;;707000;ADOBE - Firefly Standard for teams Commercial Multilanguage, incluant 2000 crédits par mois, accès illimité aux fonctionnalités de création d'images et d'illustrations, génération jusqu’à 20 vidéos de cinq secondes ou traduction jusqu’à six minutes de contenu audio et vidéo  1 utilisateur - Durée 12 mois Facturation annuelle - terme à échoir ;3;
96;ART3080;ADOBE - Substance 3D Collection;FA0002;;;;;;;;707000;ADOBE - Substance 3D Collection;3;
97;ART0170;ADWords - budget campagne;FA0016;;;;;;;;706501;Référencement Google ADWords - budget campagne;4;
98;ART1738;ALCATEL Borne DECT 8379 extérieur;FA0012;529,00  EUR;634,80  EUR;;;;;;707201;ALCATEL, Borne DECT IBS, Classe IP, Borne extérieur (IP55), Bande de fréquences - Europe  1,88 GHz – 1,90 GHz, Conforme à la norme ETSI GAP, Sécurité DECT, cryptage DECT, Itinérance et transfert en toute transparence, Prise en charge de l’identité, de l’authentification et du chiffrement, Témoin d’état à LED, Poids 1,480g, Garantie 1 an;3;
99;ART1737;ALCATEL Borne DECT 8379 intérieur;FA0012;329,00  EUR;394,80  EUR;;;;;;707201;ALCATEL, Borne DECT IBS, Classe IP, Borne intérieur (IP20), Bande de fréquences - Europe  1,88 GHz – 1,90 GHz, Conforme à la norme ETSI GAP, Sécurité DECT, cryptage DECT, Itinérance et transfert en toute transparence, Prise en charge de l’identité, de l’authentification et du chiffrement, Témoin d’état à LED, Poids 440g, Garantie 1 an;3;
100;ART0921;ALCEY Pavé numérique sans fil;FA0013;29,90  EUR;35,88  EUR;-1,000;-1,000;;;;707101;ALCEY, Pavé numérique sans fil, 22 touches, Mini récepteur USB 2.4G, Interface USB, Garantie 6 mois  Compatible pour :  iMac, MacBook, Ordinateur de bureau, Ordinateur portable  Pas de batterie rechargeable;3;
101;ART2404;Alimentation 500W ATX 12V / EPS 12V;FA0014;89,00  EUR;106,80  EUR;-1,000;-1,000;;;;707101;Alimentation 500W ATX 12V / EPS 12V - 1 x ATX 20 + 4 Broches , 1 x +12V (Alimentation P8 - 2 x P4) , 2 x PCI Express 6 + 2 Broches , 6 x Alimentation Serial ATA , 2 x Molex (4 broches) Femelle;3;
102;ART0934;Alimentation redondante DELL;FA0025;249,00  EUR;298,80  EUR;-1,000;-1,000;;;;707103;Alimentation - branchement à chaud / redondante - module enfichable, Capacité d'alimentation 495 Watt;3;
103;ART1176;Alimentation redondante HP;FA0025;489,00  EUR;586,80  EUR;-11,000;-13,000;1,000;3,000;;707103;Alimentation - branchement à chaud / redondante - module enfichable, Flex Slot - 80 PLUS Platinum - CA 100-240 V - 500 Watt - 563 VA;3;
104;ART1251;Alimentation redondante HP;FA0025;489,00  EUR;586,80  EUR;-14,000;-14,000;3,000;3,000;;707103;Alimentation - branchement à chaud / redondante - module enfichable, Flex Slot - 80 PLUS Platinum - CA 100-240 V - 800 Watt - 908 VA  COMPATIBLE AVEC LE Serveur HP ProLiant ML350 Gen10 Solution;3;
105;ART1399;Alimentation redondante HP;FA0025;289,00  EUR;346,80  EUR;-6,000;-5,000;1,000;;;707103;Alimentation - branchement à chaud / redondante - module enfichable, Flex Slot - 80 PLUS Platinum - CA 100-240 V - 800 Watt - 915 VA  COMPATIBLE AVEC LE Serveur ML350 Gen10 Xeon Silver;3;
106;ART1221;Alimentation Snom 5V / 2A;FA0014;15,99  EUR;19,19  EUR;2,000;2,000;;;;707201;Câble d'alimentation, Alimentation secteur 220V, Transfo 5V / 2A, Poids 0,14 kg, Garantie 1 an ;3;
107;ART0378;Amplificateur 1000m_ 4 GSM;FA0012;2000,00  EUR;2400,00  EUR;1,000;;;1,000;;707201;Amplificateur 1000m_ 4 GSM GM-R1000 TOUTES BANDES 4 SORTIES;3;
108;ART1789;Amplificateur Réseau GSM;FA0012;1890,00  EUR;2268,00  EUR;;;;;;707104;Amplificateur 3G, 4G Nikrans (800-2600Mhz) Amplificateur de GSM + 4G / 800Mhz / 2600Mhz  Amplification signaux GSM + 4G Couverture de 2000m2 Compatibilité opérateurs: Orange - SFR - Bouygues - Free Utilisation pour grande installation en cas de plusieurs étage ou murs internes épais  Amplifie tous les opérateurs en même temps Nombre illimité d'appel par sessions de données simultanément. Certifié CE et RoHS;3;
109;ART2480;amsung Galaxy Tab SM-T505N 4G;FA0023;589,00  EUR;706,80  EUR;;;;;;707101;"SAMSUNG Galaxy, Tablette, Ecran tactile 10,4"" - Résolution 2000 x 1200 - Cellulaire : 3G/4G - Système d'exploitation Android 10 - Memoire interne: 64 Go - RAM: 3 Go - Wifi - Bluetooth - Logement MicroSD - Garantie 2 ans";3;
110;ART1986;ANKER DATA Multiport USB;FA0012;15,99  EUR;19,19  EUR;;-25,000;;25,000;;707103;ANKER DATA , Multiport USB, 4 ports, Transfert de données jusqu'à 5 Gb/s, Garantie 1 an;3;
111;ART2036;Antispam Mailinblack - Installation;;;;-7,000;-4,000;3,000;;;706601;MIB - Frais de mise en service;4;
112;ART2033;Antispam Mailinblack MIB Protect;;4,99  EUR;5,99  EUR;-71,000;-42,000;29,000;;;707304;MailinBlack Protect - Niveau de protection maximal  - Sécurité :  Protection continue de vos données grâce au blocage des spams, ransomwares, phishing, spearphishing et autres malwares. - Performance : Technologies propriétaires,  intelligence artificielle et innovations sont au cœur de notre solution pour une  messagerie optimisée.  - Protection web avancée :  Notre solution Secure Link alimentée par notre intelligence artificielle offre une protection avancée en temps réel contre les menaces zero-day et garantie une navigation web sécurisée.  (Prix mensuel / Prélèvement mensuel / Engagement 36 mois) ;3;
113;ART2035;Antispam Mailinblack SMTP Sortant;;150,00  EUR;180,00  EUR;-19,000;-13,000;6,000;;;707304;MIB - SMTP Sortant  - Vos destinataires sont automatiquement ajoutés à votre liste blanche - Vos adresses IP d'envoi ne sont pas blacklistées - Un scan antiviral est réalisé sur tous vos emails envoyés - En cas d'usurpation détectée, le mot de passe est réinitialisé  (Prix annuel / Prélèvement annuel / Engagement 36 mois)  Une fois l'engagement terminé, le renouvellement des licences sera reconduit automatiquement annuellement ;3;
114;ART2061;Antivirus + logiciel RDR -  PC;FA0002;119,00  EUR;142,80  EUR;14,000;-8,000;-22,000;;;707304;F-SECURE, Antivirus et logiciel RDR d'analyse comportementale, comportant de l'intelligence artificielle permettant de lutter contre les virus cryptolocker - ransomware  Pour PC - 3 ans;3;
115;ART2977;Antivirus ESET Endpoint Protect Adv;FA0002;22,90  EUR;27,48  EUR;;;;;;707304;Antivirus ESET Endpoint Advanced / an  - Protection avancée des postes de travail, terminaux mobiles et serveurs de fichiers  - Antivirus, Antispyware, Antispam, Pare-feu, Filtrage web, Sandboxing cloud  - Solution de cryptage des postes Expiration : 00/00/ N+1 N= Année en cours ;3;
116;ART2976;Antivirus ESET Endpoint Protect Ent;FA0002;19,90  EUR;23,88  EUR;-61,000;-58,000;3,000;;;707304;Antivirus ESET Endpoint Protect Entry / an  - Protection avancée des postes de travail, terminaux mobiles et serveurs de fichiers  - Antivirus, Antispyware, Antispam, Pare-feu, Filtrage web.  Renouvellement  Echéance : 00/00/N+1 avec N = année en cours  Abonnement annuel, renouvelable en tacite reconduction. En cas de non reconduction merci de nous prévenir par courrier recommandé au minimum 1 mois avant l'échéance.;3;
117;ART1232;Antivirus Eset EndPoint Protection ;FA0002;59,90  EUR;71,88  EUR;-37,000;-36,000;1,000;;;707304;Antivirus Eset EndPoint Protection Advanced - Licence 3 ans  RENOUVELLEMENT D'ANTIVIRUS;3;
118;ART2180;Antivirus Eset EndPoint Protection ;FA0002;99,00  EUR;118,80  EUR;-65,000;-65,000;1,000;1,000;;707304;ESET - Antivirus EndPoint Protection Advanced Standard - Licence 1 an ;3;
119;ART2975;Antivirus Eset Internet Security 2a;FA0002;59,98  EUR;71,98  EUR;-12,000;-10,000;2,000;;;707304;Antivirus ESET Internet Security en nombre de poste (Mise à Jour 2 Ans)  - Firewall + Antispam + Bouclier anti-ransomware   - Faible impact système Renouvellement;3;
120;ART3031;Antivirus Eset Mobile security / an;;8,90  EUR;10,68  EUR;-3,000;-3,000;;;;707304;ESET Mobile Security Licence 1 an 1 utilisateur;3;
121;ART1524;Antivirus F-Secure Business Sui-PC;FA0002;99,00  EUR;118,80  EUR;-22,000;-22,000;;;;707304;Antivirus F Secure Business Suite Ren - PC 1 an;3;
122;ART2246;Antivirus F-Secure PSB standard PC;FA0002;39,00  EUR;46,80  EUR;-2,000;;2,000;;;707304;F Secure, Antivirus standard WKS - PC 1 an;3;
123;ART1396;Antivirus FSecure business-Serve3an;FA0002;199,00  EUR;238,80  EUR;-26,000;-25,000;1,000;;;707304;Antivirus F Secure business - Serveur 3 ans;3;
124;ART0022;Antivirus McAfee Small Business PC;FA0002;99,00  EUR;118,80  EUR;;;;;;707304;Antivirus McAfee Small Business PC 3 ans;3;
125;ART2065;Antivirus mobile Freedome ;FA0002;53,00  EUR;63,60  EUR;-18,000;-16,000;2,000;;;707304;F-SECURE, Antivirus mobile Freedome pour smartphone Apple, Android et tablette. F-SECURE, Antivirus, Protection des applications et de la navigation, VPN mobile pour appareils mobiles  Durée de fonctionnement de la licence 3 ans (Prix mensuel / Tarification mensuelle / Engagement 36 mois)  Information pour nous :  Article à mettre dans les devis de téléphonie mobile 1,49€/mois (Engagement 3 ans);3;
126;ART2072;Antivirus PSB premium -  PC 3 ans;FA0002;99,00  EUR;118,80  EUR;-2772,000;-2442,000;330,000;;;707304;F-SECURE, Antivirus premium permettant de lutter contre les virus cryptolocker - ransomware. Anticryptolocker renforcé avec application contrôle. Pour PC  - 3 ans ;3;
127;ART2201;Antivirus standard -  Serveur;FA0002;199,00  EUR;238,80  EUR;-124,000;-99,000;25,000;;;707304;WITHSECURE - EDR and EPP Server  Antivirus premium permettant de lutter contre les virus. Anticryptolocker - ramsomware renforcé avec application contrôle. Pour Serveur - 3 ans ;3;
128;ART1888;Antivirus Stormshield Endpoint  PC;FA0002;89,00  EUR;106,80  EUR;-3,000;;3,000;;;707304;Stormshield Endpoint Security - PC 3 ans;3;
129;ART0457;Antivirus Vade Secure VRC - 3 ans;FA0002;;;-128,000;-104,000;24,000;;;707304;Antivirus Vade Secure service externalisé Cloud  - Mise à jour 1 An - VRC - 3 ans;3;
130;ART2865;"AOC 22"" LED";;149,00  EUR;178,80  EUR;;;;;;707101;"AOC, Ecran LED 22"", Facteur de forme 16:9, Résolution Full HD (1080p) 1920 x 1080 à 60 Hz, Luminosité 250 cd/m_, Contraste 3000:1 / 20000000:1 (dynamique), Temps de réponse 5 ms, Réglage inclinaison, hauteur, pivot, Interface VGA, HDMI, DisplayPort, Dimension avec support (LxPxH) 55.14 cm x 22.1 cm x 40.04 cm,  Garantie 2 ans ";3;
131;ART2383;Apple 12W USB Power Adapter;FA0013;25,90  EUR;31,08  EUR;;;;;;707103;Apple 12W USB Power Adapter Adaptateur secteur12 Watt (USB)pour iPad/iPhone/iPod Poids Brut: 0,12Kg;3;
132;ART2495;Apple - MacBook Pro (M1);FA0023;1449,00  EUR;1738,80  EUR;-4,000;-3,000;1,000;;;707101;"MacBook Pro - PC portable - M1 - 16 Go - SSD 512 Go - écran 13.3"" - GPU 8-core - Wifi 6 - Bluetooth - clavier français - argent - garantie 2 ans";3;
133;ART2657;Apple Adaptateur Lighting;FA0013;49,00  EUR;58,80  EUR;-2,000;-2,000;;;;707103;Apple - Adaptateur pour appareil photo Lightning vers USB - Modèles d’iPhone, iPad et iPod touch exécutant iOS 9 ou version ultérieure - Garantie 1 an   ;3;
134;ART2840;Apple Clavier;FA0013;199,00  EUR;238,80  EUR;-1,000;-1,000;;;;707103;Apple Magic Keyboard with Touch ID and Numeric Keypad Clavier - Bluetooth,  USB-C - AZERTY - Français - clés noires;3;
135;ART2382;Apple Dock Connector;FA0013;25,90  EUR;31,08  EUR;;;;;;707103;Apple Dock Connector to USB Cable - Câble de chargement / de données - Apple Dock (M) pour USB (M) - pour Apple iPad/iPhone/iPod (Apple Dock);3;
136;ART2514;Apple Mac mini - M1 RAM 8 Go - SSD ;FA0023;629,00  EUR;754,80  EUR;;;;;;707101;APPLE Mac Mini,  Processeur M1, 8 coeurs, 16-core Neural Engine, RAM 8 Go, Disque dur 256 Go SSD, Interfaces 1 X Casque (Jack 3.5mm Femelle), Gigabit Ethernet - RJ45 Femelle, 2 X USB Type A Femelle, 2 X Thunderbolt 4/USB-C, 1 X HDMI 2.0 Femelle, 1 X HDMI, Apple macOS Big Sur, Dimensions (LxPxH) 19.7 cm  x 19.7 cm x 3.6 cm, Poids 1,2 kg, Garantie 1 an ;3;
137;ART2020;"Apple MacBook Pro i7 13.3""";FA0023;1449,00  EUR;1738,80  EUR;1,000;;;1,000;;707101;"MacBook Air - Intel Core i7 - écran 13.3"" Retina- 16 Go - SSD 512 Go - macOS Catalina 10.15 - Intel Iris Plus Graphics - wifi - bluetooth - azerty - gris - garantie 1 an";3;
138;ART1711;"Apple MacBook Pro i7 16""";FA0023;2449,00  EUR;2938,80  EUR;;-3,000;;3,000;;707101;"Apple MacBook Pro with Touch Bar - Core i7 2.6 GHz - macOS Catalina 10.15 - 16 Go RAM - 512 Go SSD - 16"" IPS 3072 x 1920 - Radeon Pro 5300M / UHD Graphics 630 - Wi-Fi. Bluetooth - gris - clavier : Français";3;
139;ART2322;Apple Magic;;349,00  EUR;418,80  EUR;;;;;;707101;Apple Magic Keyboard for 12.9-inch iPad Pro (4th generation) - French;3;
140;ART2921;APPLE Magic Mouse, souris sans fil;;89,00  EUR;106,80  EUR;-1,000;-1,000;;;;707101;APPLE, Magic Mouse - Souris sans fil bluetooth, Défilement, fonction gestuelle, batterie rechargeable, Dimensions : 5.71 cm x 11.35 cm x 2.16 cm, poids 99g - Garantie 1 an ;3;
141;ART2839;Apple Pavé tactile;FA0013;149,00  EUR;178,80  EUR;-1,000;-1,000;;;;707103;Apple Magic Trackpad - Pavé tactile - multitactile - sans fil, filaire - Bluetooth - noir - ;3;
142;ART2321;Apple Pencil 2nd Generation;;149,00  EUR;178,80  EUR;;;;;;707101;"Apple Apple Pencil 2nd Generation - Stylet pour tablette - pour 10.9-inch iPad Air (4th generation); 11-inch iPad Pro (1st generation, 2nd generation, 3rd generation); 12.9-inch iPad Pro (3rd generation, 4th generation, 5th generation)";3;
143;ART2320;Apple Pro 12.9 pouces 1To;;1498,00  EUR;1797,60  EUR;;;;;;707101;Apple 12.9-INCH IPAD PRO WI-FI SYST1TB SILVER NOOD IOS FR;3;
144;ART1767;APPLE, Clavier + étui;FA0013;379,00  EUR;454,80  EUR;;;;;;707101;"APPLE, Clavier et étui, Taille 12.9"", Interface USB-C";3;
145;ART1009;"APPLE, IMac 21.5"",16 Go, 512ssd";FA0023;2229,00  EUR;2674,80  EUR;-1,000;-2,000;;1,000;;707101;"APPLE, IMac, Ecran 21.5"", Résolution retina 4K. Processeur Intel Core i5 / 3GHz, RAM 16 Go, Disque dur 512 Go SSD, Radeon Pro 555/PN, Garantie 1 an  Imac configuré à la carte donc pas de ref pour cet article";3;
146;ART2283;"APPLE,IPad Air, 10.9"" ";FA0023;759,90  EUR;911,88  EUR;;;;;;707101;"APPLE, IPad, Ecran LED 10.9"", Résolution 2360 x 1640,  Luminosité 500 cd/m_, Processeur Apple A14 Bionic,,  Face ID, Interfaces 1 x USB-C, 1 x Smart Connector, 1 x connecteur magnétique, Audio 2 micros,hauts parleurs stéréo, Dimensions (LxPxH) 17.85 x 0.61 x 24.76 cm, Poids 460 g, Garantie 1 an  ";3;
147;ART2302;"APPLE,IPad Air, 10.9"" ";FA0023;759,90  EUR;911,88  EUR;-26,000;-23,000;3,000;;;707101;"APPLE, IPad, Ecran LED 10.9"", Résolution 2360 x 1640,  Luminosité 500 cd/m_, Processeur Apple A14 Bionic,,  Face ID, Interfaces 1 x USB-C, 1 x Smart Connector, 1 x connecteur magnétique, Audio 2 micros,hauts parleurs stéréo, Dimensions (LxPxH) 17.85 x 0.61 x 24.76 cm, Poids 460 g, Garantie 1 an  ";3;
148;ART2661;"APPLE,IPad Wifi 10.2""";FA0023;759,90  EUR;911,88  EUR;-3,000;-2,000;1,000;;;707101;"Apple 10.2-inch iPad Wi-Fi + Cellular - 8ème génération - tablette - 32 Go - 10.2"" - 3G, 4G Garantie 1 an  ";3;
